id,is_fraud,days_since_policy_start,claim_amount,num_prior_claims_12mo,submission_delay_days,incident_time_of_day,provider_claim_frequency,claim_vs_policy_limit_ratio
TRAIN-03264,False,4,4396.58,1,43,22,4,0.078
TRAIN-03265,False,272,64259.79,0,7,17,1,1.197
TRAIN-03266,False,131,24719.66,0,32,15,1,0.299
TRAIN-03267,False,302,46065.86,4,0,10,5,0.527
TRAIN-03268,False,104,39931.63,4,54,6,2,0.939
TRAIN-03269,False,163,61633.38,3,8,20,1,1.421
TRAIN-03270,False,100,3895.85,1,34,10,6,0.061
TRAIN-03271,False,211,5026.85,0,88,16,4,0.077
TRAIN-03272,False,274,17138.74,5,35,8,1,0.228
TRAIN-03273,False,7,43999.19,1,8,21,3,0.488
TRAIN-03274,False,295,65884.17,0,34,16,10,0.989
TRAIN-03275,False,57,16126.0,0,34,22,1,0.33
TRAIN-03276,False,22,35070.88,0,48,21,1,0.555
TRAIN-03277,False,8,43191.25,1,81,13,3,0.57
TRAIN-03278,False,173,44043.61,1,70,7,1,0.446
TRAIN-03279,False,1,13059.64,1,34,10,3,0.152
TRAIN-03280,False,23,60206.59,4,45,22,3,0.732
TRAIN-03281,False,171,39283.55,1,2,20,1,0.811
TRAIN-03282,False,21,17438.15,1,56,20,2,0.269
TRAIN-03283,False,236,27511.78,0,14,15,1,0.298
TRAIN-03284,False,137,74510.52,2,20,12,1,1.162
TRAIN-03285,False,67,63012.88,0,82,22,5,0.816
TRAIN-03286,False,142,8398.58,1,31,13,1,0.091
TRAIN-03287,False,16,55393.74,0,70,18,4,0.678
TRAIN-03288,False,85,34713.87,3,37,22,1,0.391
TRAIN-03289,False,228,14839.0,0,51,11,5,0.362
TRAIN-03290,False,329,68649.49,0,11,22,6,0.809
TRAIN-03291,False,47,35421.06,1,37,10,6,0.408
TRAIN-03292,False,175,42452.92,1,70,6,7,0.449
TRAIN-03293,False,121,10447.06,2,28,21,1,0.145
TRAIN-03294,False,297,2509.63,0,21,13,2,0.029
TRAIN-03295,False,29,3175.41,3,54,16,5,0.035
TRAIN-03296,False,278,47262.71,1,85,23,1,0.788
TRAIN-03297,False,229,43778.91,2,9,20,2,0.902
TRAIN-03298,False,104,44704.46,0,69,23,3,1.597
TRAIN-03299,False,232,56296.55,1,8,17,3,1.148
TRAIN-03300,False,309,4826.82,1,47,22,9,0.059
TRAIN-03301,False,322,29600.19,1,70,12,2,0.447
TRAIN-03302,False,227,31121.36,1,19,6,3,0.567
TRAIN-03303,False,78,18215.75,0,13,11,1,0.252
TRAIN-03304,False,342,45395.73,1,42,8,2,0.531
TRAIN-03305,False,52,12024.13,1,69,22,3,0.136
TRAIN-03306,False,51,38550.39,0,3,21,1,0.699
TRAIN-03307,False,306,3230.27,0,58,10,1,0.039
TRAIN-03308,False,302,41835.35,0,77,13,1,0.45
TRAIN-03309,False,262,49875.14,3,84,15,3,0.844
TRAIN-03310,False,24,18574.48,0,53,21,2,0.293
TRAIN-03311,False,212,64737.79,2,28,12,2,0.843
TRAIN-03312,False,7,60127.27,1,12,11,5,0.809
TRAIN-03313,False,112,7961.18,0,80,7,3,0.096
TRAIN-03314,False,226,50870.88,0,16,8,2,0.713
TRAIN-03315,False,346,65849.47,0,35,14,1,1.362
TRAIN-03316,False,261,40535.92,0,9,15,1,0.443
TRAIN-03317,False,27,49029.35,2,19,13,8,0.58
TRAIN-03318,False,26,15284.68,1,56,9,2,0.188
TRAIN-03319,False,274,45329.67,2,74,20,5,0.771
TRAIN-03320,False,229,40560.65,3,18,13,3,0.85
TRAIN-03321,False,322,20392.22,1,37,14,2,0.337
TRAIN-03322,False,151,2343.11,2,29,19,4,0.041
TRAIN-03323,False,153,61173.06,0,27,10,3,1.003
TRAIN-03324,False,256,38199.38,0,15,17,3,0.612
TRAIN-03325,False,232,53128.18,0,90,10,3,1.25
TRAIN-03326,False,261,29815.96,1,26,7,1,0.342
TRAIN-03327,False,170,42161.19,4,84,15,3,0.423
TRAIN-03328,False,117,17384.62,0,48,17,1,0.341
TRAIN-03329,False,131,40547.04,1,49,6,7,0.435
TRAIN-03330,False,154,22226.95,0,60,14,2,0.279
TRAIN-03331,False,177,55854.28,1,69,15,3,0.593
TRAIN-03332,False,250,20446.24,4,78,9,2,0.352
TRAIN-03333,False,173,1478.03,0,21,8,2,0.046
TRAIN-03334,False,290,41609.95,1,36,9,1,0.506
TRAIN-03335,False,141,50239.65,0,7,14,5,1.248
TRAIN-03336,False,250,60909.17,0,16,10,2,1.306
TRAIN-03337,False,327,74770.59,5,3,10,2,0.841
TRAIN-03338,False,179,72708.71,2,73,18,4,1.863
TRAIN-03339,False,286,66856.53,1,57,20,1,0.826
TRAIN-03340,False,213,31332.79,4,0,10,10,0.387
TRAIN-03341,False,124,21202.42,3,4,10,4,0.241
TRAIN-03342,False,69,51163.68,5,34,23,1,0.553
TRAIN-03343,False,107,54527.25,5,70,13,6,0.885
TRAIN-03344,False,317,55657.52,0,57,8,2,0.766
TRAIN-03345,False,142,61161.81,0,37,6,3,1.497
TRAIN-03346,False,180,5168.7,0,50,17,2,0.108
TRAIN-03347,False,193,61109.93,0,49,13,2,1.765
TRAIN-03348,False,112,5453.09,1,45,18,6,0.075
TRAIN-03349,False,183,43907.26,0,23,21,3,0.826
TRAIN-03350,False,135,60986.01,0,5,6,1,0.682
TRAIN-03351,False,281,24591.54,5,42,16,1,0.311
TRAIN-03352,False,107,62464.89,2,34,15,6,1.414
TRAIN-03353,False,282,30250.1,0,68,23,1,1.207
TRAIN-03354,False,241,56749.61,4,8,14,6,1.242
TRAIN-03355,False,357,6735.06,2,37,12,1,0.211
TRAIN-03356,False,134,52402.83,1,67,22,2,0.604
TRAIN-03357,False,110,5232.81,3,1,15,1,0.106
TRAIN-03358,False,125,33340.51,2,54,9,2,1.154
TRAIN-03359,False,271,60427.14,1,7,9,4,0.927
TRAIN-03360,False,125,6890.17,0,10,16,1,0.231
TRAIN-03361,False,118,32768.49,1,21,9,7,1.255
TRAIN-03362,False,281,6282.41,1,5,18,3,0.128
TRAIN-03363,False,155,10101.11,2,6,19,3,0.137
TRAIN-03364,False,2,11137.7,1,74,12,1,0.13
TRAIN-03365,False,37,28235.44,0,90,12,1,1.027
TRAIN-03366,False,95,15045.21,0,64,19,5,0.153
TRAIN-03367,False,354,70707.38,4,2,16,6,2.0
TRAIN-03368,False,148,55697.08,0,19,6,2,0.913
TRAIN-03369,False,53,23970.26,0,75,10,1,0.243
TRAIN-03370,False,206,32118.91,0,66,10,1,0.361
TRAIN-03371,False,143,3283.19,5,29,10,1,0.086
TRAIN-03372,False,191,28644.66,2,12,7,5,0.854
TRAIN-03373,False,107,19573.94,0,28,9,1,0.268
TRAIN-03374,False,187,14024.39,0,14,12,1,0.175
TRAIN-03375,False,131,25497.36,3,86,15,2,0.618
TRAIN-03376,False,96,37794.5,0,38,20,2,1.49
TRAIN-03377,False,136,43981.91,1,24,14,1,1.512
TRAIN-03378,False,299,71331.29,0,58,21,3,0.792
TRAIN-03379,False,125,21116.23,1,81,17,1,0.35
TRAIN-03380,False,119,27037.75,3,11,16,3,0.271
TRAIN-03381,False,207,28134.01,0,8,14,2,0.305
TRAIN-03382,False,81,28045.03,0,81,22,1,0.299
TRAIN-03383,False,214,22860.9,0,47,13,1,0.258
TRAIN-03384,False,358,28129.82,0,56,14,6,0.516
TRAIN-03385,False,163,50185.79,0,71,19,1,0.692
TRAIN-03386,False,296,41582.6,0,31,10,1,0.458
TRAIN-03387,False,363,56745.88,0,75,10,1,1.126
TRAIN-03388,False,42,12170.74,1,82,19,7,0.15
TRAIN-03389,False,281,69875.91,0,27,15,2,1.408
TRAIN-03390,False,220,18853.15,1,52,9,2,0.288
TRAIN-03391,False,152,42630.25,1,30,23,4,1.385
TRAIN-03392,False,50,26909.11,0,64,8,1,0.292
TRAIN-03393,False,264,49355.51,2,11,6,1,0.792
TRAIN-03394,False,107,35811.79,0,60,11,4,0.431
TRAIN-03395,False,49,20903.29,1,61,23,6,0.791
TRAIN-03396,False,72,29301.51,0,26,9,1,0.857
TRAIN-03397,False,147,30168.28,0,38,20,2,0.613
TRAIN-03398,False,143,62955.48,2,81,11,2,0.81
TRAIN-03399,False,177,56423.62,0,24,9,2,0.696
TRAIN-03400,False,300,64612.81,1,38,6,1,0.747
TRAIN-03401,False,135,38169.22,2,85,9,1,0.681
TRAIN-03402,False,197,54036.09,1,11,19,2,0.716
TRAIN-03403,False,211,51303.64,1,27,16,1,1.54
TRAIN-03404,False,54,71716.98,0,44,6,1,0.862
TRAIN-03405,False,127,42792.64,0,74,7,4,1.376
TRAIN-03406,False,116,17755.97,5,27,21,6,0.315
TRAIN-03407,False,247,49430.96,0,87,14,2,1.52
TRAIN-03408,False,24,62001.58,1,88,14,1,2.091
TRAIN-03409,False,37,64940.65,1,27,7,1,1.482
TRAIN-03410,False,279,7290.0,1,36,8,4,0.255
TRAIN-03411,False,160,49383.71,4,4,10,2,0.566
TRAIN-03412,False,214,64064.58,4,51,23,10,0.79
TRAIN-03413,False,38,65774.74,1,31,15,1,0.681
TRAIN-03414,False,103,19707.36,3,42,15,3,0.215
TRAIN-03415,False,31,16109.98,0,54,7,3,0.239
TRAIN-03416,False,344,7664.54,3,75,9,1,0.117
TRAIN-03417,False,31,6447.89,2,12,8,4,0.191
TRAIN-03418,False,70,58810.47,0,87,15,6,0.682
TRAIN-03419,False,70,23107.41,1,0,11,8,0.361
TRAIN-03420,False,336,7075.74,0,16,23,2,0.098
TRAIN-03421,False,163,10685.45,1,89,8,4,0.151
TRAIN-03422,False,224,35994.55,1,62,18,1,0.63
TRAIN-03423,False,310,5845.2,1,10,7,6,0.094
TRAIN-03424,False,315,72811.62,2,48,9,4,0.729
TRAIN-03425,False,87,19088.02,0,44,15,5,0.622
TRAIN-03426,False,122,6638.89,0,42,7,2,0.089
TRAIN-03427,False,339,14323.18,0,70,14,5,0.285
TRAIN-03428,False,166,13574.78,2,39,8,1,0.187
TRAIN-03429,False,145,36748.63,3,90,20,3,0.527
TRAIN-03430,False,315,21055.83,1,45,19,2,0.456
TRAIN-03431,False,292,73657.12,1,7,6,2,1.063
TRAIN-03432,False,322,52706.34,0,57,17,7,0.562
TRAIN-03433,False,107,27738.71,2,37,10,5,0.715
TRAIN-03434,False,327,54468.62,1,49,18,1,0.736
TRAIN-03435,False,208,27838.4,0,1,21,1,0.987
TRAIN-03436,False,151,64497.1,2,35,9,5,2.541
TRAIN-03437,False,194,38438.68,4,53,11,1,0.457
TRAIN-03438,False,263,33658.44,3,0,6,8,0.342
TRAIN-03439,False,211,30983.77,1,86,14,9,0.363
TRAIN-03440,False,52,36696.68,1,0,21,2,0.931
TRAIN-03441,False,57,9567.74,3,84,11,1,0.268
TRAIN-03442,False,76,13983.11,1,36,6,2,0.232
TRAIN-03443,False,80,39687.66,0,77,15,1,0.873
TRAIN-03444,False,20,54608.6,1,57,9,1,0.595
TRAIN-03445,False,53,52987.56,4,44,6,5,0.552
TRAIN-03446,False,161,14970.87,4,56,10,1,0.204
TRAIN-03447,False,304,10278.27,3,55,15,1,0.133
TRAIN-03448,False,341,27274.12,1,5,20,2,1.003
TRAIN-03449,False,277,1780.92,0,38,9,3,0.019
TRAIN-03450,False,365,70770.06,0,9,16,5,2.053
TRAIN-03451,False,262,57190.81,0,83,14,1,0.858
TRAIN-03452,False,233,21943.86,3,16,23,1,0.699
TRAIN-03453,False,262,50723.03,4,28,6,2,0.621
TRAIN-03454,False,255,73609.74,1,90,6,3,1.75
TRAIN-03455,False,286,44096.12,0,18,9,1,0.592
TRAIN-03456,False,228,19168.29,4,30,18,3,0.736
TRAIN-03457,False,170,41664.94,4,63,17,3,0.869
TRAIN-03458,False,11,41082.48,0,73,6,5,0.585
TRAIN-03459,False,221,42699.68,0,38,17,6,0.667
TRAIN-03460,False,279,32471.74,0,6,18,2,0.546
TRAIN-03461,False,120,34199.86,0,56,7,1,0.7
TRAIN-03462,False,228,31370.9,4,53,23,1,0.454
TRAIN-03463,False,283,4864.67,0,81,6,2,0.123
TRAIN-03464,False,205,46389.41,0,78,18,1,0.975
TRAIN-03465,False,256,64546.25,0,1,23,1,1.663
TRAIN-03466,False,73,67621.08,0,38,22,1,2.469
TRAIN-03467,False,41,34350.51,0,14,16,2,0.359
TRAIN-03468,False,204,45226.27,0,43,16,2,0.511
TRAIN-03469,False,300,69648.41,0,63,18,1,1.52
TRAIN-03470,False,189,34187.29,0,27,13,3,0.478
TRAIN-03471,False,174,50836.41,0,23,13,5,1.034
TRAIN-03472,False,276,69160.88,0,49,13,1,2.608
TRAIN-03473,False,72,45580.01,0,88,8,2,1.405
TRAIN-03474,False,152,71370.25,1,16,6,2,1.285
TRAIN-03475,False,278,69607.03,0,15,17,3,1.005
TRAIN-03476,False,208,28992.51,0,0,18,1,0.841
TRAIN-03477,False,182,56488.56,5,15,13,3,0.904
TRAIN-03478,False,155,40107.09,4,45,6,1,1.413
TRAIN-03479,False,49,50521.12,0,73,13,3,1.236
TRAIN-03480,False,317,17314.12,1,10,7,1,0.236
TRAIN-03481,False,95,53300.62,1,55,9,2,1.373
TRAIN-03482,False,175,28554.68,2,35,21,1,0.355
TRAIN-03483,False,182,72752.15,0,57,10,1,1.567
TRAIN-03484,False,177,54658.25,5,17,13,1,1.014
TRAIN-03485,False,322,35419.87,4,68,8,1,0.665
TRAIN-03486,False,226,55176.81,3,56,6,4,1.629
TRAIN-03487,False,152,70901.08,0,86,9,6,0.942
TRAIN-03488,False,256,32379.16,1,54,16,1,0.846
TRAIN-03489,False,242,48783.65,2,8,10,1,0.716
TRAIN-03490,False,284,6947.27,2,41,21,2,0.125
TRAIN-03491,False,38,59887.94,1,19,10,1,0.792
TRAIN-03492,False,201,36145.3,1,56,6,2,0.416
TRAIN-03493,False,324,32354.56,0,17,10,1,0.526
TRAIN-03494,False,277,27002.31,0,17,18,5,0.423
TRAIN-03495,False,146,48710.55,0,28,21,1,1.049
TRAIN-03496,False,78,45667.41,0,5,6,7,1.053
TRAIN-03497,False,173,58081.73,0,68,10,5,0.747
TRAIN-03498,False,38,15934.84,0,44,22,5,0.298
TRAIN-03499,False,107,9947.34,1,68,14,1,0.134
TRAIN-03500,False,104,60207.83,1,43,8,6,1.191
TRAIN-03501,False,108,68991.57,0,12,9,4,0.919
TRAIN-03502,False,16,61182.12,3,20,19,2,1.577
TRAIN-03503,False,228,65002.0,3,47,8,5,1.055
TRAIN-03504,False,144,24036.24,0,31,21,7,0.459
TRAIN-03505,False,201,23894.14,2,78,21,8,0.537
TRAIN-03506,False,226,38592.54,1,20,11,1,0.453
TRAIN-03507,False,148,53257.76,3,2,15,2,1.506
TRAIN-03508,False,3,71913.75,1,72,19,2,1.106
TRAIN-03509,False,171,64476.75,0,86,7,5,0.782
TRAIN-03510,False,230,65748.3,2,22,13,4,0.847
TRAIN-03511,False,315,33343.3,2,32,14,5,1.094
TRAIN-03512,False,295,8713.4,1,84,17,6,0.224
TRAIN-03513,False,101,22306.7,1,70,6,1,0.439
TRAIN-03514,False,253,54366.45,1,17,17,1,0.85
TRAIN-03515,False,358,49330.22,1,26,13,3,0.762
TRAIN-03516,False,48,22299.07,1,18,13,1,0.304
TRAIN-03517,False,80,52159.46,4,89,14,2,0.662
TRAIN-03518,False,203,36873.71,2,56,6,2,0.664
TRAIN-03519,False,113,50482.23,3,66,19,1,1.509
TRAIN-03520,False,71,66304.42,3,3,7,6,0.839
TRAIN-03521,False,266,22267.26,4,16,18,5,0.268
TRAIN-03522,False,279,15663.75,5,27,19,5,0.207
TRAIN-03523,False,196,2209.1,2,21,23,3,0.035
TRAIN-03524,False,327,6891.65,0,1,16,3,0.157
TRAIN-03525,False,147,66853.61,3,76,10,1,0.676
TRAIN-03526,False,215,21354.91,2,6,9,5,0.595
TRAIN-03527,False,319,28034.54,3,72,12,2,0.323
TRAIN-03528,False,1,6269.67,3,37,18,1,0.123
TRAIN-03529,False,272,53796.94,3,82,7,2,1.877
TRAIN-03530,False,269,55164.25,1,4,15,1,1.832
TRAIN-03531,False,145,5076.97,0,44,18,2,0.08
TRAIN-03532,False,39,51689.22,3,24,22,3,1.579
TRAIN-03533,False,264,48606.6,1,58,16,2,1.691
TRAIN-03534,False,22,47022.67,0,51,22,7,0.877
TRAIN-03535,False,230,8694.24,3,57,23,1,0.273
TRAIN-03536,False,312,3271.53,3,84,9,2,0.046
TRAIN-03537,False,356,42127.21,2,61,9,2,1.276
TRAIN-03538,False,265,69624.3,1,66,19,1,1.029
TRAIN-03539,False,241,62081.83,0,45,22,1,1.554
TRAIN-03540,False,212,5392.63,3,41,6,2,0.055
TRAIN-03541,False,107,28431.84,0,82,23,1,0.557
TRAIN-03542,False,168,33260.01,0,47,13,2,0.774
TRAIN-03543,False,127,43598.43,1,65,11,1,0.806
TRAIN-03544,False,338,11080.96,1,89,21,2,0.392
TRAIN-03545,False,349,25103.69,3,54,19,2,0.357
TRAIN-03546,False,107,820.38,3,25,6,1,0.013
TRAIN-03547,False,105,12240.48,3,22,21,4,0.214
TRAIN-03548,False,287,60928.37,0,40,8,3,0.71
TRAIN-03549,False,364,5061.64,0,66,17,7,0.089
TRAIN-03550,False,123,829.15,1,24,6,2,0.012
TRAIN-03551,False,242,9817.09,2,1,20,4,0.235
TRAIN-03552,False,86,71284.76,2,60,20,6,0.741
TRAIN-03553,False,60,9504.86,2,37,10,2,0.123
TRAIN-03554,False,247,49109.26,4,25,6,4,1.658
TRAIN-03555,False,227,68101.3,0,6,10,4,1.484
TRAIN-03556,False,100,22492.64,0,27,7,2,0.302
TRAIN-03557,False,355,49835.03,5,12,19,7,0.657
TRAIN-03558,False,299,47501.81,0,46,19,2,0.865
TRAIN-03559,False,234,30800.61,0,78,18,2,0.723
TRAIN-03560,False,148,58533.91,0,78,17,1,0.615
TRAIN-03561,False,145,70900.74,5,48,17,1,1.193
TRAIN-03562,False,103,71810.5,0,11,8,4,1.659
TRAIN-03563,False,320,52904.82,1,46,15,2,1.223
TRAIN-03564,False,26,57288.6,0,81,9,1,0.598
TRAIN-03565,False,20,56019.01,0,8,18,4,0.601
TRAIN-03566,False,215,1164.05,1,17,18,2,0.017
TRAIN-03567,False,107,50372.14,3,43,20,5,0.537
TRAIN-03568,False,105,16938.95,0,64,12,2,0.184
TRAIN-03569,False,308,14423.38,0,51,21,3,0.167
TRAIN-03570,False,197,18563.72,3,64,19,9,0.343
TRAIN-03571,False,146,51069.01,0,19,6,5,1.602
TRAIN-03572,False,254,52104.16,3,52,19,2,0.625
TRAIN-03573,False,73,23623.16,1,33,11,9,0.379
TRAIN-03574,False,66,22112.32,0,4,10,1,0.407
TRAIN-03575,False,26,6933.87,2,48,6,2,0.1
TRAIN-03576,False,287,57543.92,0,18,21,5,1.045
TRAIN-03577,False,334,15617.41,0,82,12,9,0.319
TRAIN-03578,False,216,63453.67,4,48,12,5,2.001
TRAIN-03579,False,30,4736.4,0,6,22,5,0.068
TRAIN-03580,False,34,41701.8,1,0,15,5,0.643
TRAIN-03581,False,23,13425.02,1,29,16,3,0.292
TRAIN-03582,False,172,41009.76,4,23,7,3,0.97
TRAIN-03583,False,135,53117.65,1,53,19,1,0.642
TRAIN-03584,False,202,13194.33,4,3,22,4,0.423
TRAIN-03585,False,71,50741.24,1,8,17,5,0.564
TRAIN-03586,False,293,23080.94,1,89,14,4,0.261
TRAIN-03587,False,178,68396.36,0,11,7,8,0.899
TRAIN-03588,False,109,50738.57,2,1,19,2,1.262
TRAIN-03589,False,230,46595.67,0,17,9,3,0.47
TRAIN-03590,False,158,10924.85,1,29,21,10,0.137
TRAIN-03591,False,183,48749.09,2,13,18,5,0.855
TRAIN-03592,False,354,65074.66,1,61,18,5,1.892
TRAIN-03593,False,272,40930.61,4,52,13,2,0.635
TRAIN-03594,False,341,50174.23,0,83,18,5,0.6
TRAIN-03595,False,83,34761.82,1,75,11,1,0.605
TRAIN-03596,False,228,38846.88,2,1,12,2,0.709
TRAIN-03597,False,203,74218.53,0,23,23,6,1.058
TRAIN-03598,False,276,72575.47,0,37,13,5,1.076
TRAIN-03599,False,55,10600.64,0,61,21,2,0.184
TRAIN-03600,False,309,62777.97,0,3,23,5,0.672
TRAIN-03601,False,190,71989.6,1,40,6,6,0.767
TRAIN-03602,False,149,9797.48,1,49,16,2,0.143
TRAIN-03603,False,293,5712.84,3,75,17,5,0.111
TRAIN-03604,False,48,40311.55,1,82,9,5,0.838
TRAIN-03605,False,220,3433.65,3,46,7,1,0.049
TRAIN-03606,False,135,20597.84,2,23,22,7,0.307
TRAIN-03607,False,252,26543.77,1,6,13,3,0.32
TRAIN-03608,False,302,15115.18,0,19,16,3,0.507
TRAIN-03609,False,260,29661.16,1,63,14,1,0.364
TRAIN-03610,False,12,30411.76,1,44,10,10,0.819
TRAIN-03611,False,97,30901.54,0,15,23,1,0.822
TRAIN-03612,False,22,1516.19,4,81,12,1,0.043
TRAIN-03613,False,134,59019.48,4,83,19,1,0.76
TRAIN-03614,False,294,34116.81,0,81,15,10,0.441
TRAIN-03615,False,168,37363.95,2,11,14,2,0.389
TRAIN-03616,False,306,27877.16,1,63,14,1,0.521
TRAIN-03617,False,253,59279.44,0,38,14,7,1.431
TRAIN-03618,False,170,54479.24,0,83,19,6,0.555
TRAIN-03619,False,340,61792.73,0,65,12,3,0.683
TRAIN-03620,False,260,15273.29,0,29,17,3,0.159
TRAIN-03621,False,323,12421.57,1,63,12,2,0.228
TRAIN-03622,False,154,39060.1,0,3,20,2,0.607
TRAIN-03623,False,3,69361.22,4,37,13,1,0.76
TRAIN-03624,False,210,57973.29,1,27,14,2,0.642
TRAIN-03625,False,221,74762.86,2,68,7,2,0.909
TRAIN-03626,False,157,24274.98,0,4,11,2,0.441
TRAIN-03627,False,85,55094.82,0,58,12,1,0.587
TRAIN-03628,False,309,57007.3,1,89,20,2,0.609
TRAIN-03629,False,251,68070.42,3,75,16,1,0.809
TRAIN-03630,False,177,50188.1,4,0,13,3,1.849
TRAIN-03631,False,216,10759.19,1,44,9,2,0.142
TRAIN-03632,False,353,52441.54,0,43,6,3,0.541
TRAIN-03633,False,49,23718.07,0,8,10,6,0.34
TRAIN-03634,False,351,51656.51,2,28,21,3,0.591
TRAIN-03635,False,170,14512.76,2,12,9,1,0.195
TRAIN-03636,False,295,2674.84,5,21,18,2,0.029
TRAIN-03637,False,136,11599.54,1,86,18,6,0.136
TRAIN-03638,False,177,8770.21,0,46,21,1,0.222
TRAIN-03639,False,347,26582.25,0,10,14,3,0.463
TRAIN-03640,False,21,59964.88,3,80,8,3,1.216
TRAIN-03641,False,41,36009.42,4,38,17,5,0.743
TRAIN-03642,False,351,16884.01,1,4,19,1,0.433
TRAIN-03643,False,56,31472.12,0,56,14,2,0.315
TRAIN-03644,False,72,63516.28,2,60,17,8,0.805
TRAIN-03645,False,86,57198.27,0,12,11,4,2.106
TRAIN-03646,False,132,39666.07,1,83,20,2,1.522
TRAIN-03647,False,319,70001.74,1,29,8,3,1.22
TRAIN-03648,False,11,59362.42,0,79,16,7,1.029
TRAIN-03649,False,253,70606.36,0,4,16,4,0.815
TRAIN-03650,False,277,11141.48,3,86,19,2,0.147
TRAIN-03651,False,52,71099.39,4,27,14,4,0.816
TRAIN-03652,False,272,69021.96,1,4,15,2,0.778
TRAIN-03653,False,47,49489.02,2,7,10,2,0.574
TRAIN-03654,False,206,22684.61,0,86,10,3,0.27
TRAIN-03655,False,122,8476.49,0,60,17,4,0.146
TRAIN-03656,False,239,14268.0,1,14,16,1,0.532
TRAIN-03657,False,147,47338.95,0,10,22,5,1.177
TRAIN-03658,False,154,19030.5,3,47,13,6,0.607
TRAIN-03659,False,20,51582.86,3,85,21,2,0.68
TRAIN-03660,False,55,24391.65,1,87,9,7,0.256
TRAIN-03661,False,310,9924.78,4,43,8,6,0.242
TRAIN-03662,False,83,38437.91,3,18,8,4,0.481
TRAIN-03663,False,251,17529.81,1,20,9,3,0.403
TRAIN-03664,False,291,67542.0,2,56,12,3,1.172
TRAIN-03665,False,248,8986.17,0,17,22,3,0.146
TRAIN-03666,False,227,48438.46,0,76,8,2,1.219
TRAIN-03667,False,131,20925.22,0,22,6,1,0.285
TRAIN-03668,False,267,18680.67,1,78,7,6,0.231
TRAIN-03669,False,159,48027.36,3,21,16,2,0.815
TRAIN-03670,False,204,4018.7,1,6,14,1,0.048
TRAIN-03671,False,106,20849.12,2,58,17,1,0.691
TRAIN-03672,False,365,54408.3,0,54,23,2,1.919
TRAIN-03673,False,125,62342.79,2,57,11,1,0.69
TRAIN-03674,False,161,7959.59,0,48,7,1,0.165
TRAIN-03675,False,77,717.69,0,84,23,1,0.008
TRAIN-03676,False,89,2848.71,1,25,8,6,0.038
TRAIN-03677,False,268,9556.11,2,52,13,2,0.372
TRAIN-03678,False,276,42617.85,2,11,21,10,0.53
TRAIN-03679,False,308,1440.96,2,75,15,3,0.025
TRAIN-03680,False,95,3939.89,0,16,8,1,0.05
TRAIN-03681,False,26,72506.01,4,58,9,2,1.605
TRAIN-03682,False,187,65416.43,0,83,23,5,1.334
TRAIN-03683,False,93,16643.52,0,47,8,4,0.183
TRAIN-03684,False,300,56633.88,1,82,15,2,0.595
TRAIN-03685,False,216,45610.34,0,50,17,2,0.526
TRAIN-03686,False,308,14361.8,1,10,13,2,0.179
TRAIN-03687,False,60,51763.34,2,64,19,4,0.585
TRAIN-03688,False,124,44056.75,1,17,18,4,0.822
TRAIN-03689,False,226,41020.76,4,47,17,2,0.69
TRAIN-03690,False,101,41063.06,3,61,15,5,1.441
TRAIN-03691,False,72,16697.45,2,36,18,8,0.35
TRAIN-03692,False,201,66488.1,0,54,12,4,2.653
TRAIN-03693,False,349,8728.52,3,53,9,3,0.229
TRAIN-03694,False,344,8118.82,0,65,13,1,0.148
TRAIN-03695,False,273,55415.59,0,53,14,2,0.629
TRAIN-03696,False,199,23832.93,1,72,18,3,0.257
TRAIN-03697,False,12,16625.57,1,29,6,1,0.253
TRAIN-03698,False,250,51376.9,4,29,18,4,0.669
TRAIN-03699,False,41,57530.33,1,23,10,4,0.737
TRAIN-03700,False,305,8964.3,1,61,7,2,0.128
TRAIN-03701,False,144,5298.84,4,6,18,4,0.069
TRAIN-03702,False,297,7516.99,1,21,10,2,0.163
TRAIN-03703,False,64,39135.24,0,68,9,2,0.569
TRAIN-03704,False,206,49074.27,3,61,16,3,0.762
TRAIN-03705,False,267,49384.58,3,61,15,3,0.842
TRAIN-03706,False,308,4737.58,0,17,9,2,0.142
TRAIN-03707,False,280,64098.21,2,53,17,2,1.996
TRAIN-03708,False,318,40323.02,0,1,19,1,0.987
TRAIN-03709,False,351,64134.62,3,40,19,5,1.998
TRAIN-03710,False,209,15408.66,0,76,20,9,0.294
TRAIN-03711,False,181,33923.03,0,53,9,2,0.708
TRAIN-03712,False,211,16734.94,4,64,8,1,0.19
TRAIN-03713,False,109,39653.9,2,75,7,2,0.403
TRAIN-03714,False,86,52478.6,0,26,6,2,0.921
TRAIN-03715,False,253,26430.4,2,89,11,1,0.635
TRAIN-03716,False,354,14988.01,4,30,8,2,0.167
TRAIN-03717,False,169,20448.19,0,5,15,3,0.233
TRAIN-03718,False,125,35978.51,0,45,15,2,0.432
TRAIN-03719,False,258,17255.61,2,30,23,4,0.503
TRAIN-03720,False,247,63870.55,5,27,10,1,1.299
TRAIN-03721,False,176,8385.18,3,8,11,2,0.092
TRAIN-03722,False,35,47386.6,3,32,21,5,0.513
TRAIN-03723,False,55,61508.09,5,90,12,2,2.213
TRAIN-03724,False,357,40879.0,0,76,14,2,1.265
TRAIN-03725,False,107,54387.93,1,40,13,1,1.003
TRAIN-03726,False,27,45431.53,0,60,18,2,0.566
TRAIN-03727,False,319,3937.54,1,89,15,2,0.047
